ad_id,ad_text,vertical,geo,impressions,clicks,conversions,ctr,cr,has_number,has_urgency,has_social_proof,emotion,cta_strength,length_category,key_benefit,ad_idx
ad_0451,Получи 500€ фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,GB,102831,8416,80,0.08185,0.00961,True,True,False,excitement,5,short,500€ фриспинов бесплатно,451
ad_0452,Ставки на Premier League и другие лиги. Бонус 200€€ для новых клиентов,betting,MX,57181,1590,4,0.02782,0.00282,True,False,False,greed,3,short,Бонус 200€€ для новых клиентов,452
ad_0453,Натуральный продукт для снижения веса. До минус 15кг за месяц,nutra,MX,15552,308,0,0.01983,0.00149,True,True,False,greed,2,short,снижение веса до 15кг за месяц,453
ad_0454,"100,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 50€",gambling,US,129189,12788,193,0.09899,0.01515,True,True,True,excitement,4,short,возможность выиграть как другие игроки плюс бонус,454
ad_0455,"⚡ ПОСЛЕДНИЙ ДЕНЬ: KetoMax со скидкой 70%. Уже 1,000+ заказов",nutra,PH,90974,4304,13,0.04732,0.00303,True,True,True,excitement,4,short,скидка 70%,455
ad_0456,"⚡ ПОСЛЕДНИЙ ДЕНЬ: BurnPro со скидкой 70%. Уже 5,000+ заказов",nutra,TR,160641,10192,62,0.06345,0.00611,True,True,True,excitement,4,short,скидка 70%,456
ad_0457,Букмекер онлайн. Множество событий для ставок каждый день,betting,MX,138618,1348,1,0.00973,0.00106,False,False,False,neutral,1,short,множество событий для ставок,457
ad_0458,Худейте эффективно с нашим продуктом. Доставка по всей стране,nutra,PH,152567,2253,2,0.01477,0.00094,False,False,False,neutral,2,short,эффективное похудение,458
ad_0459,Букмекер онлайн. Множество событий для ставок каждый день,betting,PH,9361,66,0,0.00713,0.00076,False,False,False,neutral,2,short,множество событий для ставок,459
ad_0460,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,TR,33732,529,0,0.01569,0.00115,False,False,False,neutral,2,short,онлайн ставки на спорт,460
ad_0461,"🏆 10,000 тысяч игроков выбрали нас. Фрибет 200€€. Присоединяйся!",betting,IT,161476,7158,25,0.04433,0.00359,True,False,True,excitement,4,short,Фрибет 200€€,461
ad_0462,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,IN,156643,2172,1,0.01387,0.00088,False,False,False,neutral,2,short,онлайн ставки на спорт,462
ad_0463,Худейте эффективно с нашим продуктом. Доставка по всей стране,nutra,BR,18462,271,0,0.01471,0.00099,False,False,False,neutral,2,short,эффективное похудение,463
ad_0464,"⚡ ПОСЛЕДНИЙ ДЕНЬ: NaturThin со скидкой 70%. Уже 1,000+ заказов",nutra,PH,43738,3305,14,0.07558,0.00445,True,True,True,fear,4,short,скидка 70%,464
ad_0465,"Минус 5кг за 3 дней! 50,000+ отзывов. Скидка 60% только сегодня 🔥",nutra,BR,87232,5657,38,0.06486,0.00684,True,True,True,excitement,4,short,Быстрое похудение,465
ad_0466,"Букмекер с лицензией. 50,000+ видов спорта. Фрибет до 50€€",betting,GB,112577,2729,3,0.02425,0.00125,True,False,False,greed,3,short,Лицензированный букмекер с большим выбором и бонусом,466
ad_0467,Начните путь к стройности сегодня. Наш продукт поможет вам,nutra,IT,128628,3101,3,0.02411,0.00124,False,True,False,excitement,3,short,достижение стройности,467
ad_0468,Худейте эффективно с нашим продуктом. Доставка по всей стране,nutra,US,41197,877,1,0.02129,0.00158,False,False,False,neutral,2,short,эффективное похудение,468
ad_0469,Похудение без диет. NaturThin со скидкой 50%. Бесплатная доставка,nutra,BR,142750,3988,5,0.02794,0.00142,True,False,False,greed,3,short,Похудение без диет со скидкой 50%,469
ad_0470,"1,000+ событий каждый день. Фрибет 500€€ при регистрации. Успей забрать!",betting,TR,94738,2229,6,0.02353,0.00306,True,True,False,greed,4,short,Фрибет 500€€ при регистрации,470
ad_0471,Средство для похудения. Натуральные компоненты. Закажите,nutra,TR,193986,3650,4,0.01882,0.0011,False,False,False,neutral,2,short,натуральное похудение,471
ad_0472,Снижение веса естественным путём. Закажи NaturThin сегодня,nutra,IN,55400,1749,2,0.03158,0.00137,False,True,False,neutral,4,short,снижение веса естественным путём,472
ad_0473,"Играй в лучшие слоты. Бонус 200%, вейджер x35. Регистрируйся",gambling,IN,83017,977,0,0.01178,0.00077,True,False,True,greed,4,short,200% бонус на депозит,473
ad_0474,Делайте ставки на спортивные события. Широкая линия,betting,BR,189808,2380,3,0.01254,0.00135,False,False,False,excitement,3,short,широкая линия ставок,474
ad_0475,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,TR,96436,1801,3,0.01868,0.00208,False,False,False,excitement,4,short,"Высокие коэффициенты, быстрые выплаты",475
ad_0476,"Похудей на 15кг без спорта и диет! 10,000+ довольных клиентов. Закажи сейчас",nutra,IN,182372,5370,14,0.02945,0.00272,True,True,True,excitement,4,short,Похудение на 15кг без усилий,476
ad_0477,Начните путь к стройности сегодня. Наш продукт поможет вам,nutra,ID,108424,1490,1,0.01375,0.00115,False,True,False,excitement,4,short,путь к стройности,477
ad_0478,"🏆 100,000 тысяч игроков выбрали нас. Фрибет 100%€. Присоединяйся!",betting,GB,192207,11222,75,0.05839,0.0067,True,False,True,excitement,4,short,Фрибет 100%,478
ad_0479,Добро пожаловать в мир азарта. Играйте и выигрывайте призы,gambling,TR,120966,1366,1,0.0113,0.00103,False,False,False,excitement,4,short,выигрыш призов,479
ad_0480,Худейте эффективно с нашим продуктом. Доставка по всей стране,nutra,IN,130587,1945,2,0.0149,0.00133,False,False,False,neutral,2,short,эффективное похудение,480
ad_0481,Лучшее онлайн казино для вас. Попробуйте свою удачу сегодня,gambling,BR,146184,2569,4,0.01758,0.00174,False,True,False,excitement,4,short,лучшее онлайн казино,481
ad_0482,Делайте ставки на спортивные события. Широкая линия,betting,MX,76203,886,1,0.01163,0.00179,False,False,False,neutral,3,short,широкая линия ставок,482
ad_0483,Надёжное казино с быстрыми выплатами. До 50€ бонус на депозит,gambling,DE,158834,5838,29,0.03676,0.00505,True,False,True,greed,3,short,быстрые выплаты и бонус на депозит,483
ad_0484,🎰 50€ бонус на первый депозит! Только 5 дней. Играй и выигрывай!,gambling,BR,172233,10191,31,0.05917,0.00308,True,True,False,excitement,4,short,50€ бонус на первый депозит,484
ad_0485,Получи 500€ фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,US,91584,7991,45,0.08726,0.00569,True,True,False,excitement,5,short,500€ фриспинов,485
ad_0486,Врачи в шоке: этот метод убирает 8кг без диет. Успей со скидкой 30%!,nutra,PH,149271,7139,16,0.04783,0.00236,True,True,True,excitement,4,short,похудение на 8кг без диет,486
ad_0487,Онлайн казино. Широкий выбор игр. Бонусы для игроков,gambling,ID,129701,1809,1,0.01395,0.00063,False,False,False,excitement,2,short,широкий выбор игр и бонусы,487
ad_0488,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,BR,80299,1128,0,0.01405,0.00068,False,True,False,excitement,4,short,простая регистрация и доступность для всех,488
ad_0489,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,IN,20509,141,0,0.00692,0.00087,False,False,False,neutral,3,short,онлайн ставки на спорт,489
ad_0490,⚡ ГОРЯЩЕЕ ПРЕДЛОЖЕНИЕ: 100€ бонус + 50 фриспинов. Осталось 12ч,gambling,IT,114546,8251,54,0.07204,0.00655,True,True,False,greed,4,short,100€ бонус + 50 фриспинов,490
ad_0491,Лучшее онлайн казино для вас. Попробуйте свою удачу сегодня,gambling,US,109069,2329,3,0.02136,0.00168,False,True,False,excitement,3,short,Лучшее онлайн казино,491
ad_0492,Ставки на спорт. Бонусы и акции для клиентов,betting,GB,80882,1454,1,0.01798,0.00127,False,False,False,greed,2,short,бонусы и акции,492
ad_0493,"Выиграй до 10,000€ с бонусом 100€! Начни с 10€ депозита",gambling,US,79596,5461,38,0.06862,0.00714,True,False,False,greed,4,short,большой выигрыш с минимальным депозитом,493
ad_0494,"Спортивные ставки онлайн. Бонус 500€€, вывод за 24 часа",betting,MX,40179,702,1,0.01749,0.00176,True,True,False,greed,3,short,Большой денежный бонус и быстрый вывод средств,494
ad_0495,"Похудей на 5кг без спорта и диет! 50,000+ довольных клиентов. Закажи сейчас",nutra,PH,91686,3889,5,0.04242,0.00138,True,True,True,greed,4,short,Похудеть на 5кг без усилий,495
ad_0496,Онлайн казино. Широкий выбор игр. Бонусы для игроков,gambling,PH,72440,980,0,0.01354,0.00088,False,False,False,excitement,2,short,Широкий выбор игр и бонусы,496
ad_0497,"Минус 15кг за 7 дней! 100,000+ отзывов. Скидка 40% только сегодня 🔥",nutra,GB,51004,4623,23,0.09064,0.005,True,True,True,excitement,4,short,Быстрое похудение 15кг за 7 дней,497
ad_0498,Натуральное средство для стройности. Простой заказ онлайн,nutra,ID,117119,2113,2,0.01805,0.00131,False,False,False,neutral,2,short,натуральное средство для стройности,498
ad_0499,Врачи в шоке: этот метод убирает 12кг без диет. Успей со скидкой 30%!,nutra,TR,53439,2095,5,0.03921,0.00279,True,True,True,excitement,4,short,потеря веса без диет,499
